Place ID,Tên quán,Vĩ độ,Kinh độ,Điểm đánh giá,Số lượng đánh giá,Đường/Thôn,Thành phố,Tỉnh/Trạng thái,Mã quốc gia,Website,Số điện thoại,Danh mục chính,Google Maps URL,Là quán ăn/uống
ChIJ0zZYDQBbNDERbVPySpObsK0,Nhà Hàng Hiếu Thuận,20.9970372,105.5896479,5.0,4,"XHWQ+RV6, Liệp Mai",Hà Nội,"Kiều Phú, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Hi%E1%BA%BFu%20Thu%E1%BA%ADn&query_place_id=ChIJ0zZYDQBbNDERbVPySpObsK0,1
ChIJ9cIBfthbNDERfhfXVVU1BsU,Phở Cồ Nam Định,20.9942213,105.5863622,5.0,4,"XHVP+MHR, CT03",Hà Nội,"Kiều Phú, Hà Nội",VN,,+84 988 069 483,Nhà hàng phở,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20C%E1%BB%93%20Nam%20%C4%90%E1%BB%8Bnh&query_place_id=ChIJ9cIBfthbNDERfhfXVVU1BsU,1
ChIJ65GF5pRbNDERO0UgbwCCXNQ,Bún Chả Trung Còi,20.9942314,105.5864172,4.0,4,"XHVP+MHR, CT03",Hà Nội,"Kiều Phú, Hà Nội",VN,,+84 384 366 880,Quán mì,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%E1%BA%A3%20Trung%20C%C3%B2i&query_place_id=ChIJ65GF5pRbNDERO0UgbwCCXNQ,1
ChIJtZ-KaQBbNDERpqlSUzk41TM,Bún Chả Bà Ly,21.0249848,105.5489299,4.8,4,2GFX+XHV,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng chuyên phục vụ bữa sáng,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%E1%BA%A3%20B%C3%A0%20Ly&query_place_id=ChIJtZ-KaQBbNDERpqlSUzk41TM,1
ChIJLcedGN1bNDERnIovDEh4Jok,Lẩu Nướng Đăng Đính,21.0277346,105.5264574,4.0,4,"Cây xăng Kho K86, Hòa Lạc",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 969 224 197,Nhà hàng,https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20N%C6%B0%E1%BB%9Bng%20%C4%90%C4%83ng%20%C4%90%C3%ADnh&query_place_id=ChIJLcedGN1bNDERnIovDEh4Jok,1
ChIJ03aEELJbNDERvf-kiYQljbI,Karaoke Ánh Sao,21.0009306,105.5622832,4.0,4,2H26+9WF,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 963 935 518,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Karaoke%20%C3%81nh%20Sao&query_place_id=ChIJ03aEELJbNDERvf-kiYQljbI,1
ChIJoc3Q1U9bNDERrZ2nGUtKpM4,Caffe Tuyết Mùa Hè,21.0275092,105.5928049,4.5,4,,Hà Nội,"Tây Phương, Hà Nội",VN,,,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Caffe%20Tuy%E1%BA%BFt%20M%C3%B9a%20H%C3%A8&query_place_id=ChIJoc3Q1U9bNDERrZ2nGUtKpM4,1
ChIJ58CGPwBbNDERKq2L5JVnIeI,Tròn Cafe K+,20.9867657,105.5263716,5.0,4,XGPG+PH3,Hà Nội,"Hòa Lạc, Hà Nội",VN,https://www.facebook.com/nhanthanh.hy?mibextid=LQQJ4d,+84 984 524 993,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Tr%C3%B2n%20Cafe%20K%2B&query_place_id=ChIJ58CGPwBbNDERKq2L5JVnIeI,1
ChIJN3CqwAZbNDERe3clLUsEO4Q,Seoul Cafe,20.999783,105.5209555,5.0,4,,Hà Nội,"Hòa Lạc, Hà Nội",VN,https://www.facebook.com/k30billiard,+84 969 222 602,Phòng trà,https://www.google.com/maps/search/?api=1&query=Seoul%20Cafe&query_place_id=ChIJN3CqwAZbNDERe3clLUsEO4Q,1
ChIJhwYVgfFbNDERXXr3OvScUzs,Hola Cafe & Camping,20.9947472,105.5149544,4.8,4,,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 378 882 828,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Hola%20Cafe%20%26%20Camping&query_place_id=ChIJhwYVgfFbNDERXXr3OvScUzs,1
ChIJVW2aXJFbNDERyXYI_465FIk,Home Café,20.9938449,105.5233554,5.0,4,Số 152 cụm 1,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 912 055 574,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Home%20Caf%C3%A9&query_place_id=ChIJVW2aXJFbNDERyXYI_465FIk,1
ChIJ_YcZ1ppbNDER6S9RMCoXHFE,Hoa Phượng 86,20.9850062,105.5319894,4.0,4,XGPJ+2Q5,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Quán bar,https://www.google.com/maps/search/?api=1&query=Hoa%20Ph%C6%B0%E1%BB%A3ng%2086&query_place_id=ChIJ_YcZ1ppbNDER6S9RMCoXHFE,1
ChIJd6PlFABbNDERp9a5l6WBdQQ,LYLY KTV,20.9882926,105.5300721,2.0,4,,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 899 888 386,Quán bar karaoke,https://www.google.com/maps/search/?api=1&query=LYLY%20KTV&query_place_id=ChIJd6PlFABbNDERp9a5l6WBdQQ,1
ChIJvZD4DzRbNDERSNuFgQ-7VGo,Karaoke Top One,21.026394,105.5900642,4.3,4,222 Đ. Chùa Tây Phương,Hà Nội,"Tây Phương, Hà Nội",VN,,+84 866 932 268,Quán bar karaoke,https://www.google.com/maps/search/?api=1&query=Karaoke%20Top%20One&query_place_id=ChIJvZD4DzRbNDERSNuFgQ-7VGo,1
ChIJ81ZOOgBZNDERwnCyuZpb9GI,Nhà Hàng An Phát,21.0416944,105.5108056,4.7,3,567 QL21A,Hà Nội,"Đoài Phương, Hà Nội",VN,,+84 523 518 888,Nhà hàng món nướng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20An%20Ph%C3%A1t&query_place_id=ChIJ81ZOOgBZNDERwnCyuZpb9GI,1
ChIJP-DqBQBZNDERM1fQ6STkVrk,"Nhà Hàng Trường Sa ( Phở Lý Quốc Sư, Cơm Xe Tải, Lẩu các loại )",21.040277,105.5106325,4.7,3,Thôn Đoàn Kết,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Nhà hàng món lẩu,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Tr%C6%B0%E1%BB%9Dng%20Sa%20(%20Ph%E1%BB%9F%20L%C3%BD%20Qu%E1%BB%91c%20S%C6%B0%2C%20C%C6%A1m%20Xe%20T%E1%BA%A3i%2C%20L%E1%BA%A9u%20c%C3%A1c%20lo%E1%BA%A1i%20)&query_place_id=ChIJP-DqBQBZNDERM1fQ6STkVrk,1
ChIJA_s0CABbNDERD3JEH5_t6So,"Nhà hàng 5 "" xao""",21.037741,105.5159421,5.0,3,2GQ8+458,Hà Nội,"Đoài Phương, Hà Nội",VN,,,Nhà hàng châu Á,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%205%20%22%20xao%22&query_place_id=ChIJA_s0CABbNDERD3JEH5_t6So,1
ChIJWSEnPudbNDERQETUkt0NiAs,Moose Plus Cafe,21.038282,105.512703,5.0,3,"Số nhà 693, khu 73,thôn đoàn kết",Hà Nội,"Đoài Phương, Hà Nội",VN,,+84 915 305 538,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Moose%20Plus%20Cafe&query_place_id=ChIJWSEnPudbNDERQETUkt0NiAs,1
ChIJbwGH7RBbNDERtN8Z5ZVTga4,Quán Lẩu Đuôi Bò Hiếu Bùi,21.0317642,105.5165214,3.3,3,2GJ8+PJ2,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 936 861 668,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20L%E1%BA%A9u%20%C4%90u%C3%B4i%20B%C3%B2%20Hi%E1%BA%BFu%20B%C3%B9i&query_place_id=ChIJbwGH7RBbNDERtN8Z5ZVTga4,1
ChIJfcAc3pJbNDERxMFbt9UtUZc,Nhà Hàng Phố Bia,21.0131825,105.5192463,4.7,3,2G79+7MH,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 869 663 936,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Ph%E1%BB%91%20Bia&query_place_id=ChIJfcAc3pJbNDERxMFbt9UtUZc,1
ChIJuyciVQBbNDERuCyVAjJ86e4,Bánh Cuốn Bún Chả Nhà Bắp,21.00606,105.5187498,5.0,3,Số 179 Cụm 4,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 376 822 660,Nhà hàng,https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20Cu%E1%BB%91n%20B%C3%BAn%20Ch%E1%BA%A3%20Nh%C3%A0%20B%E1%BA%AFp&query_place_id=ChIJuyciVQBbNDERuCyVAjJ86e4,1
ChIJKWbMVgBbNDERvnjlJBWsk7I,Vườn Bia 86,21.0004487,105.5222172,5.0,3,2G2C+5VG,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Quán bia sân vườn,https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20Bia%2086&query_place_id=ChIJKWbMVgBbNDERvnjlJBWsk7I,1
ChIJd4bIpvZbNDERdmE9CQLjte0,Miền Trung Bún Bò Huế 2,21.009722,105.5188177,5.0,3,Miền Trung Quán 2,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 989 496 007,Quán mì,https://www.google.com/maps/search/?api=1&query=Mi%E1%BB%81n%20Trung%20B%C3%BAn%20B%C3%B2%20Hu%E1%BA%BF%202&query_place_id=ChIJd4bIpvZbNDERdmE9CQLjte0,1
ChIJTe-zPgBbNDERDQIdRrvJhRw,Chân Gà Sốt Thái Yến Nhi,21.0133499,105.5192261,5.0,3,Số 39 Cụm 1,Hà Nội,"Hòa Lạc, Hà Nội",VN,https://www.facebook.com/share/18oFQrqDvN/,+84 334 466 083,Nhà hàng ăn nhanh,https://www.google.com/maps/search/?api=1&query=Ch%C3%A2n%20G%C3%A0%20S%E1%BB%91t%20Th%C3%A1i%20Y%E1%BA%BFn%20Nhi&query_place_id=ChIJTe-zPgBbNDERDQIdRrvJhRw,1
ChIJF2nsmp1dNDERbnb-EeiwbeU,Bún Cá Long Lê,20.9953807,105.4865676,3.7,3,Thôn Gò Mè,Hà Nội,"Yên Xuân, Hà Nội",VN,,,Quán mì,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20C%C3%A1%20Long%20L%C3%AA&query_place_id=ChIJF2nsmp1dNDERbnb-EeiwbeU,1
ChIJk1qMIABbNDERTtajM7X0CX8,Bia Hơi Vỹ Béo,21.0291038,105.5187262,4.7,3,2GH9+97C,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 349 590 407,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Bia%20H%C6%A1i%20V%E1%BB%B9%20B%C3%A9o&query_place_id=ChIJk1qMIABbNDERTtajM7X0CX8,1
ChIJcYfwJQBbNDERwQ2xC1GB08o,Quán ăn vặt 247,21.0269058,105.5248514,4.7,3,2G7F+VQ5,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Cửa hàng ăn nhanh,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20v%E1%BA%B7t%20247&query_place_id=ChIJcYfwJQBbNDERwQ2xC1GB08o,1
ChIJLxWwxsdbNDER-mfzuENgsww,Cháo Dinh Dưỡng Chung Phú,21.0258481,105.5198735,3.7,3,"2GG9+8WQ, QL21",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 329 885 055,Nhà hàng cháo,https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20Dinh%20D%C6%B0%E1%BB%A1ng%20Chung%20Ph%C3%BA&query_place_id=ChIJLxWwxsdbNDER-mfzuENgsww,1
ChIJfzfIEgBbNDERp4_HCde6S-Y,Phở cồ Việt Hùng,21.0288335,105.5183662,1.3,3,2GH9+97C,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng phở,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20c%E1%BB%93%20Vi%E1%BB%87t%20H%C3%B9ng&query_place_id=ChIJfzfIEgBbNDERp4_HCde6S-Y,1
ChIJkQTiQABdNDER2qHEo21PTKA,Anh Lộc Quán,21.0131093,105.4631582,5.0,3,2F77+67J,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=Anh%20L%E1%BB%99c%20Qu%C3%A1n&query_place_id=ChIJkQTiQABdNDER2qHEo21PTKA,1
ChIJu3lfhL9bNDERji3mV1tQxLQ,Quán Tea Tròn,21.0103624,105.5617199,5.0,3,Đ. Thôn 2,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 984 524 993,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Tea%20Tr%C3%B2n&query_place_id=ChIJu3lfhL9bNDERji3mV1tQxLQ,1
ChIJff037wlZNDERKIv-9199RMk,Nhà Hàng Tư Lan 286,21.0363439,105.5465882,4.3,3,"2GPW+HH5, ĐT419",Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20T%C6%B0%20Lan%20286&query_place_id=ChIJff037wlZNDERKIv-9199RMk,1
ChIJKd3vaQBbNDERpK48Z9d_vCI,Nhà hàng ngựa tây bắc,21.0355555,105.5460892,3.7,3,2GPW+6CG,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20ng%E1%BB%B1a%20t%C3%A2y%20b%E1%BA%AFc&query_place_id=ChIJKd3vaQBbNDERpK48Z9d_vCI,1
ChIJjVinAwBbNDERq3W9RX8eSu0,Gà mạnh hoạch Mai Ngọc,21.0186501,105.5491154,5.0,3,2G9X+FJ9,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 986 336 062,Nhà hàng gia đình,https://www.google.com/maps/search/?api=1&query=G%C3%A0%20m%E1%BA%A1nh%20ho%E1%BA%A1ch%20Mai%20Ng%E1%BB%8Dc&query_place_id=ChIJjVinAwBbNDERq3W9RX8eSu0,1
ChIJV78PRgBbNDERvAePtMRjuBI,Pikachu Cafe Bbq,21.0168203,105.5530917,5.0,3,2H83+P63,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Pikachu%20Cafe%20Bbq&query_place_id=ChIJV78PRgBbNDERvAePtMRjuBI,1
ChIJ0RpCuOlbNDERE8qr_y078r8,LT,21.0183407,105.5502409,5.0,3,"47 đường Mục Uyên, thôn Mục Uyên 1",Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 346 386 066,Quán cà phê,https://www.google.com/maps/search/?api=1&query=LT&query_place_id=ChIJ0RpCuOlbNDERE8qr_y078r8,1
ChIJ9QdUJgBbNDEREb2ODRlLGmI,Liên tỷ tỷ coffee,21.0177573,105.5483472,4.7,3,2G9X+489,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Li%C3%AAn%20t%E1%BB%B7%20t%E1%BB%B7%20coffee&query_place_id=ChIJ9QdUJgBbNDEREb2ODRlLGmI,1
ChIJBacgVwBbNDERbFmjp417Mm4,Tiệm của Mẹ,21.0188862,105.5527046,5.0,3,2H93+H34 Mục Uyên 1,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 385 709 535,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20c%E1%BB%A7a%20M%E1%BA%B9&query_place_id=ChIJBacgVwBbNDERbFmjp417Mm4,1
ChIJaSqfFABbNDERGn5Ak91PkIE,Giang Hay Quán,21.0190452,105.5493256,3.7,3,"2G9X+HM5, Đường Bờ Hồ",Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=Giang%20Hay%20Qu%C3%A1n&query_place_id=ChIJaSqfFABbNDERGn5Ak91PkIE,1
ChIJY4GjU4RbNDERW4HOV3-swpU,Quán Lợi Vịt,21.0183385,105.5523604,3.3,3,"2H92+8WQ, Unnamed Road",Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20L%E1%BB%A3i%20V%E1%BB%8Bt&query_place_id=ChIJY4GjU4RbNDERW4HOV3-swpU,1
ChIJQzfzbQBbNDERgbrfrRN2lts,Bánh Mỳ Thu Thủy,21.0165863,105.547968,2.7,3,2G8X+J5H,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Cửa hàng sandwich,https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20M%E1%BB%B3%20Thu%20Th%E1%BB%A7y&query_place_id=ChIJQzfzbQBbNDERgbrfrRN2lts,1
ChIJaVaHqLBbNDERouW15CYJG_c,Nhà Hàng Lẩu Trang Ánh,20.9815767,105.5554645,4.7,3,,Hà Nội,"Phú Cát, Hà Nội",VN,,,Nhà hàng món lẩu,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20L%E1%BA%A9u%20Trang%20%C3%81nh&query_place_id=ChIJaVaHqLBbNDERouW15CYJG_c,1
ChIJD6b9YQBbNDERtvguopmLhI4,Phở Mai,20.9915581,105.5736461,5.0,3,XHRF+JFJ,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng phở,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Mai&query_place_id=ChIJD6b9YQBbNDERtvguopmLhI4,1
ChIJ40EkIABbNDEReKornra6uJU,Tây Phương Quán,21.0235329,105.5746038,5.0,3,2HFF+CR9,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=T%C3%A2y%20Ph%C6%B0%C6%A1ng%20Qu%C3%A1n&query_place_id=ChIJ40EkIABbNDEReKornra6uJU,1
ChIJE-3paABZNDERkCdUMYBjOd8,A Lử - Vua Ẩm Thực - Thạch Thất,21.0474722,105.58425,5.0,3,2HWM+WP8,Hà Nội,"Thạch Thất, Hà Nội",VN,,+84 984 698 836,Nhà hàng,https://www.google.com/maps/search/?api=1&query=A%20L%E1%BB%AD%20-%20Vua%20%E1%BA%A8m%20Th%E1%BB%B1c%20-%20Th%E1%BA%A1ch%20Th%E1%BA%A5t&query_place_id=ChIJE-3paABZNDERkCdUMYBjOd8,1
ChIJxciDMABbNDERYlKOCyA7-S4,Phở 10 Lý Quốc Sư Hòa Lạc,20.9899893,105.518685,2.3,3,XGQ9+XFV,Hà Nội,"Yên Xuân, Hà Nội",VN,,,Nhà hàng phở,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%2010%20L%C3%BD%20Qu%E1%BB%91c%20S%C6%B0%20H%C3%B2a%20L%E1%BA%A1c&query_place_id=ChIJxciDMABbNDERYlKOCyA7-S4,1
ChIJtyV2AQBbNDER7fqgnCydrX0,Hồng Kông Quán,21.0128711,105.5281824,5.0,3,XGPM+RV3,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 962 827 590,Quán bia,https://www.google.com/maps/search/?api=1&query=H%E1%BB%93ng%20K%C3%B4ng%20Qu%C3%A1n&query_place_id=ChIJtyV2AQBbNDER7fqgnCydrX0,1
ChIJSb9y_JtbNDERHGhg2gQLGu8,Bún Cá Thái Bình,20.9959533,105.5231087,5.0,3,"XGWF+96Q, QL21A",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 901 513 669,Quán mì,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20C%C3%A1%20Th%C3%A1i%20B%C3%ACnh&query_place_id=ChIJSb9y_JtbNDERHGhg2gQLGu8,1
ChIJXwYgdwBbNDERfymjQPYNDwM,Nhà hàng Đắc Bốn,21.027001,105.5500246,5.0,3,Số 9 ngõ 33 Kim Bông,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 986 481 558,Nhà hàng gia đình,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20%C4%90%E1%BA%AFc%20B%E1%BB%91n&query_place_id=ChIJXwYgdwBbNDERfymjQPYNDwM,1
ChIJ-82prDZbNDERL1FFYWYU3mE,Bánh Đa Cua Hải Phòng,21.0224216,105.5499385,3.3,3,2HC2+R2X,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Quán mì,https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20%C4%90a%20Cua%20H%E1%BA%A3i%20Ph%C3%B2ng&query_place_id=ChIJ-82prDZbNDERL1FFYWYU3mE,1
ChIJC8PNSn1bNDERScaV0xont-Y,Phở Phong Nhàn,21.0240702,105.5202628,5.0,3,QL21A,Hà Nội,"Hòa Lạc, Hà Nội",VN,https://www.facebook.com/profile.php?id=100027647825451&mibextid=ZbWKwL,+84 985 579 351,Nhà hàng phở,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Phong%20Nh%C3%A0n&query_place_id=ChIJC8PNSn1bNDERScaV0xont-Y,1
ChIJ_13dLABbNDERi1upvO0eoIk,X-men Message Karaoke,21.0038198,105.5675809,4.0,3,2H39+G2J,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Quán bar karaoke,https://www.google.com/maps/search/?api=1&query=X-men%20Message%20Karaoke&query_place_id=ChIJ_13dLABbNDERi1upvO0eoIk,1
ChIJL2cvMNtbNDERKWS5Js92JdE,Bún Phở Bò Duy Cường,20.9855782,105.5258592,5.0,3,88 Thôn 2,Hà Nội,"Yên Xuân, Hà Nội",VN,,+84 988 696 468,Nhà hàng,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ph%E1%BB%9F%20B%C3%B2%20Duy%20C%C6%B0%E1%BB%9Dng&query_place_id=ChIJL2cvMNtbNDERKWS5Js92JdE,1
ChIJedj2OlRbNDERop_ipQx5HLI,Lòng ngon 99,21.0262832,105.5897383,4.3,3,234 Đ. Chùa Tây Phương,Hà Nội,"Tây Phương, Hà Nội",VN,,+84 901 431 989,Nhà hàng chuyên phục vụ bữa nửa buổi,https://www.google.com/maps/search/?api=1&query=L%C3%B2ng%20ngon%2099&query_place_id=ChIJedj2OlRbNDERop_ipQx5HLI,1
ChIJbaX_KKZbNDERqqP8ksEBt9U,Sing Cafe,21.0328168,105.5797868,5.0,3,33 Đường H11,Hà Nội,"Hạ Bằng, Hà Nội",VN,https://www.facebook.com/share/VAUkEwEfenUHvnqz/?mibextid=qi2Omg,+84 364 392 930,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Sing%20Cafe&query_place_id=ChIJbaX_KKZbNDERqqP8ksEBt9U,1
ChIJ30afUgBbNDERym061oKYoEQ,VNU's Student Hub Fuel & Chill,21.000762,105.517608,5.0,3,XGX9+XQ7,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 823 622 626,Quán cà phê,https://www.google.com/maps/search/?api=1&query=VNU's%20Student%20Hub%20Fuel%20%26%20Chill&query_place_id=ChIJ30afUgBbNDERym061oKYoEQ,1
ChIJCxmLZgBbNDERjpFM-BdjLrQ,Tiệm trà Green Tea,21.0273614,105.5479462,5.0,3,Số 3 Ngõ 51 Kim Bông,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 346 463 262,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20tr%C3%A0%20Green%20Tea&query_place_id=ChIJCxmLZgBbNDERjpFM-BdjLrQ,1
ChIJt90QTQBbNDERFGDbdN4DxXU,Kem Xôi Huyền 8686,21.0221949,105.5500724,5.0,3,2HC2+R2X,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 976 324 616,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Kem%20X%C3%B4i%20Huy%E1%BB%81n%208686&query_place_id=ChIJt90QTQBbNDERFGDbdN4DxXU,1
ChIJlxabbABbNDERnBUjqHcb21s,Media Cafe,20.9943757,105.5233333,4.7,3,Ngã 3 CT03,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 973 950 728,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Media%20Cafe&query_place_id=ChIJlxabbABbNDERnBUjqHcb21s,1
ChIJJXqzSgBbNDERc2VYo0J7lDg,Đá Sạch Hoà Lạc,20.989362,105.5401028,5.0,3,XGQR+P2X,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 971 927 547,Cửa hàng kem,https://www.google.com/maps/search/?api=1&query=%C4%90%C3%A1%20S%E1%BA%A1ch%20Ho%C3%A0%20L%E1%BA%A1c&query_place_id=ChIJJXqzSgBbNDERc2VYo0J7lDg,1
ChIJpa7NbABbNDERlnYRCmxTHwc,Bún Cháo Thanh Thảo,20.9894236,105.5308599,3.7,3,XGQJ+Q89,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Quán mì,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%C3%A1o%20Thanh%20Th%E1%BA%A3o&query_place_id=ChIJpa7NbABbNDERlnYRCmxTHwc,1
ChIJA3UQGxpbNDERq0NToRdP3XU,92 Karaoke,20.9884798,105.5304871,3.7,3,,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 966 446 139,Quán bar,https://www.google.com/maps/search/?api=1&query=92%20Karaoke&query_place_id=ChIJA3UQGxpbNDERq0NToRdP3XU,1
ChIJiccbaY9bNDERm4Utvz7CXo4,Karaoke Sunshine,20.987738,105.5280055,3.0,3,"XGQH+36R, Unnamed Road",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 968 569 591,Quán bar karaoke,https://www.google.com/maps/search/?api=1&query=Karaoke%20Sunshine&query_place_id=ChIJiccbaY9bNDERm4Utvz7CXo4,1
ChIJwSP6GgBZNDEROkcnvMloaQc,Cháo Dinh Dưỡng PAPA DASHI,21.0486332,105.5078464,5.0,2,số 86 đường Lục Quân,Hà Nội,"Đoài Phương, Hà Nội",VN,,+84 949 967 093,Nhà hàng gia đình,https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20Dinh%20D%C6%B0%E1%BB%A1ng%20PAPA%20DASHI&query_place_id=ChIJwSP6GgBZNDEROkcnvMloaQc,1
ChIJkSl7LoVZNDERB_FJ1o7dyLY,Gà Rán,21.0485441,105.5054195,5.0,2,297B QL21A,Hà Nội,"Đoài Phương, Hà Nội",VN,,+84 966 216 890,Quán gà rán mang đi,https://www.google.com/maps/search/?api=1&query=G%C3%A0%20R%C3%A1n&query_place_id=ChIJkSl7LoVZNDERB_FJ1o7dyLY,1
ChIJ9z3yB7BZNDERDtUPxnJMUX0,Hà gia trang,21.0456162,105.5064292,5.0,2,Ngõ 54 đường Cổ Đông 2 thôn Phúc Lộc,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 967 091 039,Quán trà san sảnh,https://www.google.com/maps/search/?api=1&query=H%C3%A0%20gia%20trang&query_place_id=ChIJ9z3yB7BZNDERDtUPxnJMUX0,1
