Place ID,Tên quán,Vĩ độ,Kinh độ,Điểm đánh giá,Số lượng đánh giá,Đường/Thôn,Thành phố,Tỉnh/Trạng thái,Mã quốc gia,Website,Số điện thoại,Danh mục chính,Google Maps URL,Là quán ăn/uống,Menu chi tiết
ChIJF2nsmp1dNDERbnb-EeiwbeU,Bún Cá Long Lê,20.9953807,105.4865676,3.7,3,Thôn Gò Mè,Hà Nội,"Yên Xuân, Hà Nội",VN,,,Quán mì,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20C%C3%A1%20Long%20L%C3%AA&query_place_id=ChIJF2nsmp1dNDERbnb-EeiwbeU,Có,"Bún cá cay Hải Phòng giòn rụm: 35,000đ/bát (Cá chiên giòn, chả cá thu thơm ngon nước dùng dọc mùng chua cay) | Bún riêu cua bắp bò giò tai: 40,000đ/bát (Bún nước với riêu cua đồng xịn kèm bắp bò tươi, giò tai heo sần sật) | Bún sườn mọc dọc mùng hành hoa: 37,000đ/bát (Bún sườn non mềm nhừ kèm mọc thịt giòn dẻo) | Trà đá mát lạnh: 8,000đ/cốc (Trà đá mát uống kèm bún nóng)"
ChIJk1qMIABbNDERTtajM7X0CX8,Bia Hơi Vỹ Béo,21.0291038,105.5187262,4.7,3,2GH9+97C,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 349 590 407,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Bia%20H%C6%A1i%20V%E1%BB%B9%20B%C3%A9o&query_place_id=ChIJk1qMIABbNDERTtajM7X0CX8,Có,"Bia hơi Hà Nội mát lạnh: 9,000đ/cốc (Bia hơi tươi rói rót trực tiếp từ vòi bom lạnh) | Đậu phụ lướt ván nóng giòn: 27,000đ/đĩa (Đậu hũ non chiên lướt ván ngoài vàng giòn trong mịn mượt như thạch) | Đĩa lạc rang muối / lạc luộc mộc mạc: 18,000đ/đĩa (Đồ nhắm bia truyền thống) | Nộm tai heo đu đủ xanh chua ngọt: 70,000đ/đĩa (Tai heo giòn sần sật trộn đu đủ bào sợi nước nộm chua ngọt sảng khoái) | Sụn gà chiên mắm rang muối: 100,000đ/đĩa (Sụn gà ta giòn sần sật tẩm ướp chiên xóc muối ớt tỏi)"
ChIJcYfwJQBbNDERwQ2xC1GB08o,Quán ăn vặt 247,21.0269058,105.5248514,4.7,3,2G7F+VQ5,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Cửa hàng ăn nhanh,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20v%E1%BA%B7t%20247&query_place_id=ChIJcYfwJQBbNDERwQ2xC1GB08o,Có,"Ốc luộc sả lá chanh truyền thống: 45,000đ/bát (Ốc vặn/ốc nhồi mít luộc thơm mùi sả chấm nước mắm gừng cay ngọt đặc sản) | Ốc móng tay xào bơ tỏi thơm lừng: 65,000đ/đĩa (Ốc móng tay tươi ngọt sốt bơ tỏi sánh béo chấm bánh mì tuyệt đỉnh) | Nem chua rán giòn rụm (10 cái): 45,000đ/đĩa (Nem chua rán nóng hổi chấm tương ớt cay nồng) | Khoai tây chiên lắc bột phô mai: 30,000đ/đĩa (Món khai vị ăn vặt khoái khẩu) | Trà quất mật ong khổng lồ: 15,000đ/cốc (Trà quất mát chua ngọt cực đã khát)"
ChIJLxWwxsdbNDER-mfzuENgsww,Cháo Dinh Dưỡng Chung Phú,21.0258481,105.5198735,3.7,3,"2GG9+8WQ, QL21",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 329 885 055,Nhà hàng cháo,https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20Dinh%20D%C6%B0%E1%BB%A1ng%20Chung%20Ph%C3%BA&query_place_id=ChIJLxWwxsdbNDER-mfzuENgsww,Có,"Cháo lòng heo đầy đủ dồi sụn tiết luộc: 33,000đ/bát (Cháo lòng nấu gạo tẻ sánh ngọt cùng lòng non dồi sụn gan luộc) | Cháo sườn sụn nóng hổi hành hoa: 33,000đ/bát (Cháo bột sườn non sánh mịn giòn sần sật sườn sụn non) | Quẩy giòn ăn cháo: 5,000đ/đĩa (Quẩy ăn kèm cháo ngon tuyệt)"
ChIJfzfIEgBbNDERp4_HCde6S-Y,Phở cồ Việt Hùng,21.0288335,105.5183662,1.3,3,2GH9+97C,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng phở,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20c%E1%BB%93%20Vi%E1%BB%87t%20H%C3%B9ng&query_place_id=ChIJfzfIEgBbNDERp4_HCde6S-Y,Có,"Phở chín bò ta: 30,000đ/bát (Nước dùng phở bò ninh xương ống ngọt lịm kèm thịt chín thái mỏng) | Phở tái chần: 35,000đ/bát (Phở bò với thịt bò tươi chần tái mềm ngọt) | Phở nạm gầu giòn: 38,000đ/bát (Bánh phở mềm cùng nạm bò và gầu bò giòn sần sật) | Phở tái lăn đặc biệt: 40,000đ/bát (Phở bò xào tái lăn thơm mùi tỏi phi) | Trứng gà trần: 10,000đ/quả (Trứng trần nước phở béo ngậy) | Quẩy giòn: 2,000đ/chiếc (Quẩy giòn ăn kèm nước phở)"
ChIJkQTiQABdNDER2qHEo21PTKA,Anh Lộc Quán,21.0131093,105.4631582,5.0,3,2F77+67J,Hà Nội,"Hòa Lạc, Hà Nội",VN,,,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=Anh%20L%E1%BB%99c%20Qu%C3%A1n&query_place_id=ChIJkQTiQABdNDER2qHEo21PTKA,Có,"Cá kho tộ miền Tây đậm vị: 87,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 73,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 78,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 33,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 45,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 12,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
ChIJu3lfhL9bNDERji3mV1tQxLQ,Quán Tea Tròn,21.0103624,105.5617199,5.0,3,Đ. Thôn 2,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 984 524 993,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Tea%20Tr%C3%B2n&query_place_id=ChIJu3lfhL9bNDERji3mV1tQxLQ,Có,"Cà phê đen đá pha phin: 25,000đ/ly (Cà phê đen truyền thống đậm đà) | Cà phê sữa đá: 28,000đ/ly (Cà phê sữa pha phin béo ngậy) | Bạc xỉu cốt dừa: 30,000đ/ly (Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê) | Trà đào cam sả: 37,000đ/ly (Trà đào thơm mát kết hợp lát đào cam tươi sả thơm) | Trà sữa trân châu truyền thống: 35,000đ/ly (Trà sữa đậm trà kèm trân châu đen dai giòn) | Sinh tố bơ sáp: 40,000đ/ly (Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo) | Nước ép cam nguyên chất: 33,000đ/ly (Ép cam sành tự nhiên nhiều vitamin C)"
ChIJff037wlZNDERKIv-9199RMk,Nhà Hàng Tư Lan 286,21.0363439,105.5465882,4.3,3,"2GPW+HH5, ĐT419",Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20T%C6%B0%20Lan%20286&query_place_id=ChIJff037wlZNDERKIv-9199RMk,Có,"Cá kho tộ miền Tây đậm vị: 80,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 73,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 80,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 33,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 45,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 18,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
ChIJKd3vaQBbNDERpK48Z9d_vCI,Nhà hàng ngựa tây bắc,21.0355555,105.5460892,3.7,3,2GPW+6CG,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20ng%E1%BB%B1a%20t%C3%A2y%20b%E1%BA%AFc&query_place_id=ChIJKd3vaQBbNDERpK48Z9d_vCI,Có,"Cá kho tộ miền Tây đậm vị: 80,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 77,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 75,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 30,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 43,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 12,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
ChIJjVinAwBbNDERq3W9RX8eSu0,Gà mạnh hoạch Mai Ngọc,21.0186501,105.5491154,5.0,3,2G9X+FJ9,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 986 336 062,Nhà hàng gia đình,https://www.google.com/maps/search/?api=1&query=G%C3%A0%20m%E1%BA%A1nh%20ho%E1%BA%A1ch%20Mai%20Ng%E1%BB%8Dc&query_place_id=ChIJjVinAwBbNDERq3W9RX8eSu0,Có,"Gà ri hấp lá chanh (Cả con): 220,000đ/con (Gà ri đồi nuôi thả tự nhiên dai ngọt da vàng giòn) | Gà ri nướng mật ong (Cả con): 270,000đ/con (Gà ri nướng mật ong thơm phức vàng óng) | Gà rang muối tỏi: 140,000đ/đĩa (Gà ta chặt miếng rang muối đậm đà sần sật) | Lẩu gà ri thuốc bắc: 330,000đ/nồi (Nồi lẩu gà ri thuốc bắc bổ dưỡng kèm rau nấm) | Xôi chim câu hành phi: 85,000đ/đĩa (Xôi nếp dẻo thơm ăn kèm thịt chim câu băm nhỏ) | Lòng mề gà xào mướp giá: 65,000đ/đĩa (Lòng mề gà ri giòn xào mướp hương thơm phức)"
ChIJV78PRgBbNDERvAePtMRjuBI,Pikachu Cafe Bbq,21.0168203,105.5530917,5.0,3,2H83+P63,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=Pikachu%20Cafe%20Bbq&query_place_id=ChIJV78PRgBbNDERvAePtMRjuBI,Có,"Lẩu cua đồng sườn sụn bắp bò: 340,000đ/nồi (Nồi lẩu riêu cua đồng nguyên chất siêu nhiều gạch, kèm bắp bò sườn sụn) | Lẩu Thái hải sản chua cay: 409,000đ/nồi (Nước lẩu Tomyum chua cay nhúng tôm, mực, ngao, nấm) | Set nướng BBQ thập cẩm bò ba chỉ: 319,000đ/set (Bắp bò, ba chỉ heo cuộn nấm kim châm tẩm sốt BBQ nướng xèo xèo) | Ba chỉ bò Mỹ nhúng thêm: 75,000đ/đĩa (Thịt ba chỉ bò Mỹ thái mỏng cuốn nấm) | Sườn sụn non heo thêm: 70,000đ/đĩa (Sườn non giòn sần sật nhúng lẩu) | Rau nấm tổng hợp nhúng lẩu: 30,000đ/đĩa (Nấm kim châm, cải thảo, rau muống tươi)"
ChIJ0RpCuOlbNDERE8qr_y078r8,LT,21.0183407,105.5502409,5.0,3,"47 đường Mục Uyên, thôn Mục Uyên 1",Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 346 386 066,Quán cà phê,https://www.google.com/maps/search/?api=1&query=LT&query_place_id=ChIJ0RpCuOlbNDERE8qr_y078r8,Có,"Cà phê đen đá pha phin: 25,000đ/ly (Cà phê đen truyền thống đậm đà) | Cà phê sữa đá: 22,000đ/ly (Cà phê sữa pha phin béo ngậy) | Bạc xỉu cốt dừa: 30,000đ/ly (Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê) | Trà đào cam sả: 33,000đ/ly (Trà đào thơm mát kết hợp lát đào cam tươi sả thơm) | Trà sữa trân châu truyền thống: 30,000đ/ly (Trà sữa đậm trà kèm trân châu đen dai giòn) | Sinh tố bơ sáp: 40,000đ/ly (Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo) | Nước ép cam nguyên chất: 33,000đ/ly (Ép cam sành tự nhiên nhiều vitamin C)"
ChIJ9QdUJgBbNDEREb2ODRlLGmI,Liên tỷ tỷ coffee,21.0177573,105.5483472,4.7,3,2G9X+489,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Li%C3%AAn%20t%E1%BB%B7%20t%E1%BB%B7%20coffee&query_place_id=ChIJ9QdUJgBbNDEREb2ODRlLGmI,Có,"Cà phê đen đá pha phin: 22,000đ/ly (Cà phê đen truyền thống đậm đà) | Cà phê sữa đá: 22,000đ/ly (Cà phê sữa pha phin béo ngậy) | Bạc xỉu cốt dừa: 30,000đ/ly (Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê) | Trà đào cam sả: 40,000đ/ly (Trà đào thơm mát kết hợp lát đào cam tươi sả thơm) | Trà sữa trân châu truyền thống: 33,000đ/ly (Trà sữa đậm trà kèm trân châu đen dai giòn) | Sinh tố bơ sáp: 37,000đ/ly (Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo) | Nước ép cam nguyên chất: 33,000đ/ly (Ép cam sành tự nhiên nhiều vitamin C)"
ChIJBacgVwBbNDERbFmjp417Mm4,Tiệm của Mẹ,21.0188862,105.5527046,5.0,3,2H93+H34 Mục Uyên 1,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 385 709 535,Quán cà phê,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20c%E1%BB%A7a%20M%E1%BA%B9&query_place_id=ChIJBacgVwBbNDERbFmjp417Mm4,Có,"Cà phê đen đá pha phin: 19,000đ/ly (Cà phê đen truyền thống đậm đà) | Cà phê sữa đá: 28,000đ/ly (Cà phê sữa pha phin béo ngậy) | Bạc xỉu cốt dừa: 33,000đ/ly (Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê) | Trà đào cam sả: 40,000đ/ly (Trà đào thơm mát kết hợp lát đào cam tươi sả thơm) | Trà sữa trân châu truyền thống: 37,000đ/ly (Trà sữa đậm trà kèm trân châu đen dai giòn) | Sinh tố bơ sáp: 33,000đ/ly (Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo) | Nước ép cam nguyên chất: 33,000đ/ly (Ép cam sành tự nhiên nhiều vitamin C)"
ChIJaSqfFABbNDERGn5Ak91PkIE,Giang Hay Quán,21.0190452,105.5493256,3.7,3,"2G9X+HM5, Đường Bờ Hồ",Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=Giang%20Hay%20Qu%C3%A1n&query_place_id=ChIJaSqfFABbNDERGn5Ak91PkIE,Có,"Cá kho tộ miền Tây đậm vị: 87,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 77,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 85,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 27,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 40,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 12,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
ChIJY4GjU4RbNDERW4HOV3-swpU,Quán Lợi Vịt,21.0183385,105.5523604,3.3,3,"2H92+8WQ, Unnamed Road",Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Quán ăn nhỏ,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20L%E1%BB%A3i%20V%E1%BB%8Bt&query_place_id=ChIJY4GjU4RbNDERW4HOV3-swpU,Có,"Cá kho tộ miền Tây đậm vị: 85,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 70,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 85,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 33,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 43,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 12,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
ChIJQzfzbQBbNDERgbrfrRN2lts,Bánh Mỳ Thu Thủy,21.0165863,105.547968,2.7,3,2G8X+J5H,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Cửa hàng sandwich,https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20M%E1%BB%B3%20Thu%20Th%E1%BB%A7y&query_place_id=ChIJQzfzbQBbNDERgbrfrRN2lts,Có,"Cá kho tộ miền Tây đậm vị: 85,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 75,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 80,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 27,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 40,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 15,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
ChIJaVaHqLBbNDERouW15CYJG_c,Nhà Hàng Lẩu Trang Ánh,20.9815767,105.5554645,4.7,3,,Hà Nội,"Phú Cát, Hà Nội",VN,,,Nhà hàng món lẩu,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20L%E1%BA%A9u%20Trang%20%C3%81nh&query_place_id=ChIJaVaHqLBbNDERouW15CYJG_c,Có,"Lẩu cua đồng sườn sụn bắp bò: 360,000đ/nồi (Nồi lẩu riêu cua đồng nguyên chất siêu nhiều gạch, kèm bắp bò sườn sụn) | Lẩu Thái hải sản chua cay: 409,000đ/nồi (Nước lẩu Tomyum chua cay nhúng tôm, mực, ngao, nấm) | Set nướng BBQ thập cẩm bò ba chỉ: 299,000đ/set (Bắp bò, ba chỉ heo cuộn nấm kim châm tẩm sốt BBQ nướng xèo xèo) | Ba chỉ bò Mỹ nhúng thêm: 80,000đ/đĩa (Thịt ba chỉ bò Mỹ thái mỏng cuốn nấm) | Sườn sụn non heo thêm: 73,000đ/đĩa (Sườn non giòn sần sật nhúng lẩu) | Rau nấm tổng hợp nhúng lẩu: 30,000đ/đĩa (Nấm kim châm, cải thảo, rau muống tươi)"
ChIJD6b9YQBbNDERtvguopmLhI4,Phở Mai,20.9915581,105.5736461,5.0,3,XHRF+JFJ,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng phở,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Mai&query_place_id=ChIJD6b9YQBbNDERtvguopmLhI4,Có,"Phở chín bò ta: 33,000đ/bát (Nước dùng phở bò ninh xương ống ngọt lịm kèm thịt chín thái mỏng) | Phở tái chần: 40,000đ/bát (Phở bò với thịt bò tươi chần tái mềm ngọt) | Phở nạm gầu giòn: 40,000đ/bát (Bánh phở mềm cùng nạm bò và gầu bò giòn sần sật) | Phở tái lăn đặc biệt: 47,000đ/bát (Phở bò xào tái lăn thơm mùi tỏi phi) | Trứng gà trần: 7,000đ/quả (Trứng trần nước phở béo ngậy) | Quẩy giòn: 5,000đ/chiếc (Quẩy giòn ăn kèm nước phở)"
ChIJ40EkIABbNDEReKornra6uJU,Tây Phương Quán,21.0235329,105.5746038,5.0,3,2HFF+CR9,Hà Nội,"Hạ Bằng, Hà Nội",VN,,,Nhà hàng,https://www.google.com/maps/search/?api=1&query=T%C3%A2y%20Ph%C6%B0%C6%A1ng%20Qu%C3%A1n&query_place_id=ChIJ40EkIABbNDEReKornra6uJU,Có,"Cá kho tộ miền Tây đậm vị: 87,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 77,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 78,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 27,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 50,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 18,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
ChIJE-3paABZNDERkCdUMYBjOd8,A Lử - Vua Ẩm Thực - Thạch Thất,21.0474722,105.58425,5.0,3,2HWM+WP8,Hà Nội,"Thạch Thất, Hà Nội",VN,,+84 984 698 836,Nhà hàng,https://www.google.com/maps/search/?api=1&query=A%20L%E1%BB%AD%20-%20Vua%20%E1%BA%A8m%20Th%E1%BB%B1c%20-%20Th%E1%BA%A1ch%20Th%E1%BA%A5t&query_place_id=ChIJE-3paABZNDERkCdUMYBjOd8,Có,"Cá kho tộ miền Tây đậm vị: 87,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 77,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 75,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 33,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 47,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 12,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
ChIJxciDMABbNDERYlKOCyA7-S4,Phở 10 Lý Quốc Sư Hòa Lạc,20.9899893,105.518685,2.3,3,XGQ9+XFV,Hà Nội,"Yên Xuân, Hà Nội",VN,,,Nhà hàng phở,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%2010%20L%C3%BD%20Qu%E1%BB%91c%20S%C6%B0%20H%C3%B2a%20L%E1%BA%A1c&query_place_id=ChIJxciDMABbNDERYlKOCyA7-S4,Có,"Phở chín bò ta: 35,000đ/bát (Nước dùng phở bò ninh xương ống ngọt lịm kèm thịt chín thái mỏng) | Phở tái chần: 30,000đ/bát (Phở bò với thịt bò tươi chần tái mềm ngọt) | Phở nạm gầu giòn: 42,000đ/bát (Bánh phở mềm cùng nạm bò và gầu bò giòn sần sật) | Phở tái lăn đặc biệt: 40,000đ/bát (Phở bò xào tái lăn thơm mùi tỏi phi) | Trứng gà trần: 7,000đ/quả (Trứng trần nước phở béo ngậy) | Quẩy giòn: 8,000đ/chiếc (Quẩy giòn ăn kèm nước phở)"
ChIJtyV2AQBbNDER7fqgnCydrX0,Hồng Kông Quán,21.0128711,105.5281824,5.0,3,XGPM+RV3,Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 962 827 590,Quán bia,https://www.google.com/maps/search/?api=1&query=H%E1%BB%93ng%20K%C3%B4ng%20Qu%C3%A1n&query_place_id=ChIJtyV2AQBbNDER7fqgnCydrX0,Có,"Bia hơi Hà Nội mát lạnh: 12,000đ/cốc (Bia hơi tươi rói rót trực tiếp từ vòi bom lạnh) | Đậu phụ lướt ván nóng giòn: 30,000đ/đĩa (Đậu hũ non chiên lướt ván ngoài vàng giòn trong mịn mượt như thạch) | Đĩa lạc rang muối / lạc luộc mộc mạc: 12,000đ/đĩa (Đồ nhắm bia truyền thống) | Nộm tai heo đu đủ xanh chua ngọt: 67,000đ/đĩa (Tai heo giòn sần sật trộn đu đủ bào sợi nước nộm chua ngọt sảng khoái) | Sụn gà chiên mắm rang muối: 93,000đ/đĩa (Sụn gà ta giòn sần sật tẩm ướp chiên xóc muối ớt tỏi)"
ChIJSb9y_JtbNDERHGhg2gQLGu8,Bún Cá Thái Bình,20.9959533,105.5231087,5.0,3,"XGWF+96Q, QL21A",Hà Nội,"Hòa Lạc, Hà Nội",VN,,+84 901 513 669,Quán mì,https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20C%C3%A1%20Th%C3%A1i%20B%C3%ACnh&query_place_id=ChIJSb9y_JtbNDERHGhg2gQLGu8,Có,"Bún cá cay Hải Phòng giòn rụm: 30,000đ/bát (Cá chiên giòn, chả cá thu thơm ngon nước dùng dọc mùng chua cay) | Bún riêu cua bắp bò giò tai: 40,000đ/bát (Bún nước với riêu cua đồng xịn kèm bắp bò tươi, giò tai heo sần sật) | Bún sườn mọc dọc mùng hành hoa: 40,000đ/bát (Bún sườn non mềm nhừ kèm mọc thịt giòn dẻo) | Trà đá mát lạnh: 2,000đ/cốc (Trà đá mát uống kèm bún nóng)"
ChIJXwYgdwBbNDERfymjQPYNDwM,Nhà hàng Đắc Bốn,21.027001,105.5500246,5.0,3,Số 9 ngõ 33 Kim Bông,Hà Nội,"Hạ Bằng, Hà Nội",VN,,+84 986 481 558,Nhà hàng gia đình,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20%C4%90%E1%BA%AFc%20B%E1%BB%91n&query_place_id=ChIJXwYgdwBbNDERfymjQPYNDwM,Có,"Cá kho tộ miền Tây đậm vị: 80,000đ/tộ (Cá trắm đen kho tộ sánh quyện nước hàng dừa) | Thịt ba chỉ rang cháy cạnh: 77,000đ/đĩa (Thịt ba chỉ ba chỉ giòn rưới mỡ hành) | Sườn non xào chua ngọt: 75,000đ/đĩa (Sườn non xào cùng dứa và ớt chuông sốt chua cay) | Rau muống luộc dầm sấu / xào tỏi: 30,000đ/đĩa (Rau muống tươi xanh luộc chấm nước mắm chanh ớt) | Canh riêu cua đồng cà pháo: 40,000đ/bát (Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan) | Cơm trắng gạo tám thơm: 15,000đ/niêu (Niêu cơm gạo tám dẻo thơm)"
