"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","url","categoryName"
"Phở Hải Hòa",,,"XHWP+2R","Hà Nội","Kiều Phú, Hà Nội","VN",,"","Nhà hàng phở",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20H%E1%BA%A3i%20H%C3%B2a&query_place_id=ChIJyxECRABbNDER_ymcu7KidqQ","Nhà hàng phở"
"Nhà hàng Đắc Bốn","5","3","Số 9 ngõ 33 Kim Bông","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 986 481 558","Nhà hàng gia đình",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20%C4%90%E1%BA%AFc%20B%E1%BB%91n&query_place_id=ChIJXwYgdwBbNDERfymjQPYNDwM","Nhà hàng gia đình"
"Coffee An Nhiên Hoà Lạc","4.8","6",,"Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 965 676 755","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Coffee%20An%20Nhi%C3%AAn%20Ho%C3%A0%20L%E1%BA%A1c&query_place_id=ChIJQYRxD1tbNDERz8TdJMcygtE","Quán cà phê"
"Ohio BBQ & Hotpot","4.3","81","88 ĐT419","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 923 290 111","Nhà hàng tiệc đứng",,,,,,"https://www.google.com/maps/search/?api=1&query=Ohio%20BBQ%20%26%20Hotpot&query_place_id=ChIJsbtj40pZNDERS--N3C51zCI","Nhà hàng tiệc đứng"
"Nhà Hàng Bia 666","5","1","2HG6+F25, ĐT419","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 982 888 217","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Bia%20666&query_place_id=ChIJj-8qEwBbNDERbNp_MkTpolE","Nhà hàng"
"Bún Chả Bà Ly","4.8","4","2GFX+XHV","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng chuyên phục vụ bữa sáng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%E1%BA%A3%20B%C3%A0%20Ly&query_place_id=ChIJtZ-KaQBbNDERpqlSUzk41TM","Nhà hàng chuyên phục vụ bữa sáng"
"Hằng Nga Quán","5","1","2GFX+HW5","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=H%E1%BA%B1ng%20Nga%20Qu%C3%A1n&query_place_id=ChIJ-RhVJABbNDERPow_0K102Yg","Nhà hàng"
"Bếp 1996 cs2","4.2","48","2GGX+MMP","Hà Nội","Hạ Bằng, Hà Nội","VN","https://www.facebook.com/share/15t9E9QAHk/?mibextid=wwXIfr","+84 362 096 396","Nhà hàng gia đình",,,,,,"https://www.google.com/maps/search/?api=1&query=B%E1%BA%BFp%201996%20cs2&query_place_id=ChIJy1k8MwBbNDERrbnE5kfdIV0","Nhà hàng gia đình"
"Bún Phở Thanh Phương","4.7","6","2HC2+R4H","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 961 762 683","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ph%E1%BB%9F%20Thanh%20Ph%C6%B0%C6%A1ng&query_place_id=ChIJyy7K3-FbNDER_Zg8kgJ88QQ","Quán mì"
"Bún Tùng Dương","5","2","419","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng chuyên phục vụ bữa sáng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20T%C3%B9ng%20D%C6%B0%C6%A1ng&query_place_id=ChIJhSPDWTZbNDERye5QopURR4c","Nhà hàng chuyên phục vụ bữa sáng"
"Gà rán Hàn Quốc","4.2","10","2GFX+JP4","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 986 840 174","Nhà hàng Hàn Quốc",,,,,,"https://www.google.com/maps/search/?api=1&query=G%C3%A0%20r%C3%A1n%20H%C3%A0n%20Qu%E1%BB%91c&query_place_id=ChIJZyLnJwBbNDEReDkVZSk9yT8","Nhà hàng Hàn Quốc"
"Mỳ cay seoul deli 7 cấp độ","4","56","221 thôn Mục Yên 1","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 978 591 101","Nhà hàng Hàn Quốc",,,,,,"https://www.google.com/maps/search/?api=1&query=M%E1%BB%B3%20cay%20seoul%20deli%207%20c%E1%BA%A5p%20%C4%91%E1%BB%99&query_place_id=ChIJw0fdcQBbNDERmgLWRTadOV8","Nhà hàng Hàn Quốc"
"Seuol deli MỲ CAY 5 CẤP ĐỘ","4.2","5","2HC2+R4H","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 978 591 101","Nhà hàng Hàn Quốc",,,,,,"https://www.google.com/maps/search/?api=1&query=Seuol%20deli%20M%E1%BB%B2%20CAY%205%20C%E1%BA%A4P%20%C4%90%E1%BB%98&query_place_id=ChIJR_JVegBbNDERJLizBPpWdhg","Nhà hàng Hàn Quốc"
"Jamstation Nhà Trên Xe","4.6","25","3G4J+MV8, Ngõ 53","Hà Nội","Đoài Phương, Hà Nội","VN",,"+84 365 053 089","Căn hộ nghỉ dưỡng cho thuê",,,,,,"https://www.google.com/maps/search/?api=1&query=Jamstation%20Nh%C3%A0%20Tr%C3%AAn%20Xe&query_place_id=ChIJX7G3CgBZNDERE6Yb5eNLgCs","Căn hộ nghỉ dưỡng cho thuê"
"Tiệm Bò Ah Béo","4.2","5","231 mục uyên 1","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20B%C3%B2%20Ah%20B%C3%A9o&query_place_id=ChIJSze6BgBbNDERKg7ABrXW-3A","Nhà hàng"
"Vịt cỏ Hùng Khánh","5","2","Số 209 đường Tân Xã","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 972 927 795","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=V%E1%BB%8Bt%20c%E1%BB%8F%20H%C3%B9ng%20Kh%C3%A1nh&query_place_id=ChIJ3aKPZEtbNDERfX8ETgQrFa0","Nhà hàng"
"Bánh Mỳ Bà Cam","5","2","Kim bông","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 388 257 363","Quầy bánh mì kẹp xúc xích",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20M%E1%BB%B3%20B%C3%A0%20Cam&query_place_id=ChIJH1CiNQZbNDER028XMilT8xE","Quầy bánh mì kẹp xúc xích"
"Phở Cồ Nam Định","4.8","4","2GPW+28P","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng phở",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20C%E1%BB%93%20Nam%20%C4%90%E1%BB%8Bnh&query_place_id=ChIJY2pEPwBbNDER4xiTjHwKoBk","Nhà hàng phở"
"King Bbq Buffet","3.7","6","419","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 928 309 333","Nhà hàng châu Á",,,,,,"https://www.google.com/maps/search/?api=1&query=King%20Bbq%20Buffet&query_place_id=ChIJ1UksbgBbNDER5Mh9QPi8C1I","Nhà hàng châu Á"
"Phở Phúc Hậu","3.7","7","2HF2+43C","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 982 298 559","Nhà hàng phở",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Ph%C3%BAc%20H%E1%BA%ADu&query_place_id=ChIJvboFizJaNDERNE5YuZxqUXQ","Nhà hàng phở"
"Phở bò gia truyền",,,"2GFX+GMW","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20b%C3%B2%20gia%20truy%E1%BB%81n&query_place_id=ChIJsU3kSABbNDERcvPeTA0IiAM","Nhà hàng"
"Cơm Chị Tép",,,"Ngã 3 Thôn Vân Lôi","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng cơm",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Ch%E1%BB%8B%20T%C3%A9p&query_place_id=ChIJ-cKhNABbNDERmEzYlp3eo4I","Nhà hàng cơm"
"Bánh Đa Cua Hải Phòng","3.3","3","2HC2+R2X","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20%C4%90a%20Cua%20H%E1%BA%A3i%20Ph%C3%B2ng&query_place_id=ChIJ-82prDZbNDERL1FFYWYU3mE","Quán mì"
"Đội 2 Tân Xã Thạch Thất Hà Nội",,,"2GFX+HPW","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng Hàn Quốc",,,,,,"https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BB%99i%202%20T%C3%A2n%20X%C3%A3%20Th%E1%BA%A1ch%20Th%E1%BA%A5t%20H%C3%A0%20N%E1%BB%99i&query_place_id=ChIJ-1TXbABbNDERUatoHbFmKnk","Nhà hàng Hàn Quốc"
"Phở Bò Tuấn Bình","3","2","2HC2+X32","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 989 477 679","Nhà hàng phở",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%C3%B2%20Tu%E1%BA%A5n%20B%C3%ACnh&query_place_id=ChIJo23HtJ5bNDERV5n9aCjYqw0","Nhà hàng phở"
"Pizza & Fastfood Tân Xã","1.3","6","231","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng ăn nhanh",,,,,,"https://www.google.com/maps/search/?api=1&query=Pizza%20%26%20Fastfood%20T%C3%A2n%20X%C3%A3&query_place_id=ChIJu2l_OjVbNDERXBTsVOqPfCA","Nhà hàng ăn nhanh"
"Bún Cháo Anh Béo",,,"419","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%C3%A1o%20Anh%20B%C3%A9o&query_place_id=ChIJsUREBQBbNDER0ZWZqkZAgE4","Quán mì"
"Nhà hàng Gia hưng cá sông",,,"322 đồng cam","Hà Nội","Thạch Thất, Hà Nội","VN",,"+84 984 550 287","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20Gia%20h%C6%B0ng%20c%C3%A1%20s%C3%B4ng&query_place_id=ChIJ0fNiLwBZNDERasxs67XKjII","Nhà hàng"
"Bún Đậu Phố",,,"3H2J+QGQ, Đường Không Tên, TT. Liên Quan","Hà Nội","Thạch Thất, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%90%E1%BA%ADu%20Ph%E1%BB%91&query_place_id=ChIJk_-DewBZNDERsQG4BiGF7RE","Nhà hàng"
"Vườn bia tây phương",,,"2HCR+R3","Hà Nội","Tây Phương, Hà Nội","VN",,"","Quán bia",,,,,,"https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20bia%20t%C3%A2y%20ph%C6%B0%C6%A1ng&query_place_id=ChIJfaEOHgBbNDERdrtYJycvb7g","Quán bia"
"Muội Coffee & Tea","4.9","34","ngõ 238 ĐT419","Hà Nội","Thạch Thất, Hà Nội","VN",,"+84 969 642 761","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Mu%E1%BB%99i%20Coffee%20%26%20Tea&query_place_id=ChIJPyFj8qBRNDERRDnm1VaOaCE","Quán cà phê"
"Lẩu gà lá é Nhật Minh Thạch Thất","5","2","265 đồng cam","Hà Nội","Thạch Thất, Hà Nội","VN",,"+84 386 163 762","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20g%C3%A0%20l%C3%A1%20%C3%A9%20Nh%E1%BA%ADt%20Minh%20Th%E1%BA%A1ch%20Th%E1%BA%A5t&query_place_id=ChIJXauq5E1ZNDER0kQTqdtCAhA","Quán ăn nhỏ"
"Café 91","5","2","2HXM+79C","Hà Nội","Thạch Thất, Hà Nội","VN",,"","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%2091&query_place_id=ChIJG41JAQBZNDERDKpvZf0oGak","Quán cà phê"
"Chu Coffee","4","21","chu coffe","Hà Nội","Thạch Thất, Hà Nội","VN",,"+84 927 923 838","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Chu%20Coffee&query_place_id=ChIJ9bCavsdZNDERny5HDcFTzHg","Quán cà phê"
"MIXUE THẠCH THẤT - 396 Đồng Cam","4.6","31","396 Đồng Cam","Hà Nội","Thạch Thất, Hà Nội","VN",,"+84 355 365 399","Cửa hàng kem",,,,,,"https://www.google.com/maps/search/?api=1&query=MIXUE%20TH%E1%BA%A0CH%20TH%E1%BA%A4T%20-%20396%20%C4%90%E1%BB%93ng%20Cam&query_place_id=ChIJjdRxIgBZNDERLF-q-5EZlXQ","Cửa hàng kem"
"Trang Âu Coffee","5","7","416 Đồng Cam","Hà Nội","Thạch Thất, Hà Nội","VN",,"+84 975 894 122","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Trang%20%C3%82u%20Coffee&query_place_id=ChIJFZkIfwBZNDER5vUR98o4IU0","Quán cà phê"
"TocoToco","4","20","410 đồng cam","Hà Nội","Thạch Thất, Hà Nội","VN","https://www.facebook.com/TocoTocoThachThat410DongCam","","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=TocoToco&query_place_id=ChIJI6t9yPZZNDERFfQalg-3nko","Quán cà phê"
"Quán ăn vặt 247","4.7","3","2G7F+VQ5","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Cửa hàng ăn nhanh",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20v%E1%BA%B7t%20247&query_place_id=ChIJcYfwJQBbNDERwQ2xC1GB08o","Cửa hàng ăn nhanh"
"Phở Nam Nhất","3.8","480","QL21","Hà Nội","Hòa Lạc, Hà Nội","VN","http://phonamnhat.com/","+84 385 748 668","Nhà hàng phở",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Nam%20Nh%E1%BA%A5t&query_place_id=ChIJEWVJeuRbNDERZ67UxCpedgI","Nhà hàng phở"
"Bún chả 194","3.4","5","2GCC+W47","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán ăn nhẹ",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20ch%E1%BA%A3%20194&query_place_id=ChIJQVLiUcxbNDERbUNFKRSA3FY","Quán ăn nhẹ"
"Cháo Dinh Dưỡng Chung Phú","3.7","3","2GG9+8WQ, QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 329 885 055","Nhà hàng cháo",,,,,,"https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20Dinh%20D%C6%B0%E1%BB%A1ng%20Chung%20Ph%C3%BA&query_place_id=ChIJLxWwxsdbNDER-mfzuENgsww","Nhà hàng cháo"
"Phở cồ Việt Hùng","1.3","3","2GH9+97C","Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng phở",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20c%E1%BB%93%20Vi%E1%BB%87t%20H%C3%B9ng&query_place_id=ChIJfzfIEgBbNDERp4_HCde6S-Y","Nhà hàng phở"
"Cơm Huệ",,,"2G9C+QFJ","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng cơm",,,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Hu%E1%BB%87&query_place_id=ChIJDTsHfj5bNDERcJ_TNQ-XW6M","Nhà hàng cơm"
"Tiger Tea 1998",,,"402 thôn 4","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng ăn nhanh",,,,,,"https://www.google.com/maps/search/?api=1&query=Tiger%20Tea%201998&query_place_id=ChIJvyQAYwBbNDERgKmvDPLeBTI","Nhà hàng ăn nhanh"
"Phở Phong Nhàn","5","3","QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN","https://www.facebook.com/profile.php?id=100027647825451&mibextid=ZbWKwL","+84 985 579 351","Nhà hàng phở",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Phong%20Nh%C3%A0n&query_place_id=ChIJC8PNSn1bNDERScaV0xont-Y","Nhà hàng phở"
"Lẩu Nam Khánh","4.8","4","QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 972 813 195","Quán ăn nhỏ",,,,,,"https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20Nam%20Kh%C3%A1nh&query_place_id=ChIJH-VfP4xbNDERi5rrZkiN-wc","Quán ăn nhỏ"
"Nhà hàng Song Phúc","4.8","4","2GFF+JR5","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng gia đình",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20Song%20Ph%C3%BAc&query_place_id=ChIJETobhdpbNDER75mzV03arao","Nhà hàng gia đình"
"Dê Ngon Nguyễn Gia","4.5","6","2GFC+G2H, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=D%C3%AA%20Ngon%20Nguy%E1%BB%85n%20Gia&query_place_id=ChIJ4wYOKABbNDERgY5raGgM_EE","Nhà hàng"
"Phở Hà Thành Phố Cổ","5","4","2GG9+JMH","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng phở",,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20H%C3%A0%20Th%C3%A0nh%20Ph%E1%BB%91%20C%E1%BB%95&query_place_id=ChIJ3Q082yNbNDERFLq40PAWrt4","Nhà hàng phở"
"Cơm Tấm Bảo Uyên","5","1","Số 62 Phú Hữu","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 971 932 901","Quán ăn nhỏ","Điểm phát chẩn đồ ăn",,,,,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20B%E1%BA%A3o%20Uy%C3%AAn&query_place_id=ChIJr83PSgBbNDERXMJadMfMWlA","Quán ăn nhỏ"
"Bún Chả Năm Hoài","4.3","72","Số 221 thôn 4","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 969 828 386","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ch%E1%BA%A3%20N%C4%83m%20Ho%C3%A0i&query_place_id=ChIJ5xkVxPFbNDERSXhXMftf7PY","Quán mì"
"Bún Bảy Cường","4.7","11","2GH9+P25, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng chuyên phục vụ bữa sáng",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%E1%BA%A3y%20C%C6%B0%E1%BB%9Dng&query_place_id=ChIJ7UDKZABbNDERAkwqWIIAz0k","Nhà hàng chuyên phục vụ bữa sáng"
"Quán Choén","5","1","2GGP+58R","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán ăn nhẹ",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Cho%C3%A9n&query_place_id=ChIJN3VoZQBbNDERBzrE91BDlCU","Quán ăn nhẹ"
"Bia Hơi Vỹ Béo","4.7","3","2GH9+97C","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 349 590 407","Nhà hàng","Quán bia sân vườn",,,,,"https://www.google.com/maps/search/?api=1&query=Bia%20H%C6%A1i%20V%E1%BB%B9%20B%C3%A9o&query_place_id=ChIJk1qMIABbNDERTtajM7X0CX8","Nhà hàng"
"Nhà hàng Thuỷ Tiên","4","1","125 Đ. Hòa Lạc","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 977 261 393","Nhà hàng gia đình",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20Thu%E1%BB%B7%20Ti%C3%AAn&query_place_id=ChIJgRvYGwBbNDERzWED95EdIMM","Nhà hàng gia đình"
"Nhà",,,"2GF7+X2","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0&query_place_id=ChIJX1bdEQBbNDERrlrPGcpPFF4","Nhà hàng"
"Bánh Cuốn Thanh Đức","4.1","20","2GGC+622, QL21A","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 344 384 683","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20Cu%E1%BB%91n%20Thanh%20%C4%90%E1%BB%A9c&query_place_id=ChIJ_1gtuJJbNDERjpgld2bv5T0","Quán mì"
"Lẩu Nướng Đăng Đính","4","4","Cây xăng Kho K86, Hòa Lạc","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 969 224 197","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20N%C6%B0%E1%BB%9Bng%20%C4%90%C4%83ng%20%C4%90%C3%ADnh&query_place_id=ChIJLcedGN1bNDERnIovDEh4Jok","Nhà hàng"
"Quán bia hơi Đông Mạnh","1","1","31 ĐT420","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 972 246 269","Quán bia",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20bia%20h%C6%A1i%20%C4%90%C3%B4ng%20M%E1%BA%A1nh&query_place_id=ChIJgSZdTwBbNDERC9vYgwsp0Jc","Quán bia"
"Nhà Hàng Thế giới Bò","3","8","Asean Resort/21a Chợ Hòa Lạc","Hà Nội","Thạch Thất, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20Th%E1%BA%BF%20gi%E1%BB%9Bi%20B%C3%B2&query_place_id=ChIJU2Wr7BxbNDERZzWtsmCfemE","Nhà hàng"
"Ốc bia 88 Phú Hữu",,,,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 962 668 721","Quán bia sân vườn",,,,,,"https://www.google.com/maps/search/?api=1&query=%E1%BB%90c%20bia%2088%20Ph%C3%BA%20H%E1%BB%AFu&query_place_id=ChIJ-7kwkkJbNDER2aYmqNpM6hc","Quán bia sân vườn"
"Bún Bò Huế Tú Anh","3.3","7","2GGF+43C","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%C3%B2%20Hu%E1%BA%BF%20T%C3%BA%20Anh&query_place_id=ChIJAYJuCQBbNDERQZ5DnJk7q8E","Quán mì"
"Hồng Kông Quán (CS3)",,,"2GGP+R78","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán bia",,,,,,"https://www.google.com/maps/search/?api=1&query=H%E1%BB%93ng%20K%C3%B4ng%20Qu%C3%A1n%20(CS3)&query_place_id=ChIJEaXvOQBbNDERAh6ToaRE76A","Quán bia"
"Bún Phở Tuyết Minh",,,"Số 1 Ngã ba","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ph%E1%BB%9F%20Tuy%E1%BA%BFt%20Minh&query_place_id=ChIJbT6oVgBbNDERn6Mwhf-ft8k","Quán mì"
"Bún Trang Nhung",,,"2GGJ+MRQ","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán mì",,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Trang%20Nhung&query_place_id=ChIJJUY4fgBbNDERqcrqvIaCyR0","Quán mì"
"Nhà May Minh Tư",,,,"Hà Nội","Hạ Bằng, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20May%20Minh%20T%C6%B0&query_place_id=ChIJHcePGuZbNDERN6LcxqNBgkU","Nhà hàng"
"Quán Lẩu Đuôi Bò Hiếu Bùi","3.3","3","2GJ8+PJ2","Hà Nội","Hạ Bằng, Hà Nội","VN",,"+84 936 861 668","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20L%E1%BA%A9u%20%C4%90u%C3%B4i%20B%C3%B2%20Hi%E1%BA%BFu%20B%C3%B9i&query_place_id=ChIJbwGH7RBbNDERtN8Z5ZVTga4","Nhà hàng"
"Thanh Mộc Quán",,,,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Thanh%20M%E1%BB%99c%20Qu%C3%A1n&query_place_id=ChIJTaN9A-lbNDERET9DsBluG1w","Nhà hàng"
"Nhà hàng vịt nướng Phú Gia",,,"887 QL21A","Hà Nội","Đoài Phương, Hà Nội","VN",,"+84 973 131 112","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20v%E1%BB%8Bt%20n%C6%B0%E1%BB%9Bng%20Ph%C3%BA%20Gia&query_place_id=ChIJG11Na8lZNDER5eS7_T0ki3k","Nhà hàng"
"Quán Vân Ốc",,,,"Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Nhà hàng",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20V%C3%A2n%20%E1%BB%90c&query_place_id=ChIJxzH2HOlbNDERbDbGOfFpTcg","Nhà hàng"
"Mốc Tea & Coffee","4.7","19","225 Thôn 4","Hà Nội","Hòa Lạc, Hà Nội","VN","http://moccoffee95.vn/","","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=M%E1%BB%91c%20Tea%20%26%20Coffee&query_place_id=ChIJ10ol6GZbNDERnSmgvxdtO0k","Quán cà phê"
"The Coffee 68","4.1","115","Số 176 QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 988 434 471","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Coffee%2068&query_place_id=ChIJW4E-xCdbNDER9ybwhxqF1Cg","Quán cà phê"
"Quất coffee","5","5","Số 140 thôn 4","Hà Nội","Hòa Lạc, Hà Nội","VN",,"","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Qu%E1%BA%A5t%20coffee&query_place_id=ChIJV-47EABbNDERM4s68SMgDWM","Quán cà phê"
"A Hiếu Tea & Coffee","5","1","792 Thôn 6","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 974 505 992","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=A%20Hi%E1%BA%BFu%20Tea%20%26%20Coffee&query_place_id=ChIJiT-zSABfNDERVooNsWw4qI0","Quán cà phê"
"Black Rose Coffee Audio","4.2","44","2GFC+C6R, QL21","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 915 005 235","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Black%20Rose%20Coffee%20Audio&query_place_id=ChIJ2yjwNylbNDERyZaC9Pfdtss","Quán cà phê"
"Cafe Minh Đức","3.8","57","2GFC+X4R","Hà Nội","Hòa Lạc, Hà Nội","VN",,"+84 947 791 990","Quán cà phê",,,,,,"https://www.google.com/maps/search/?api=1&query=Cafe%20Minh%20%C4%90%E1%BB%A9c&query_place_id=ChIJhew77uhbNDERiRsYusfDfKA","Quán cà phê"
