Place ID,Tên quán,Tên món ăn,Giá (VNĐ),Đơn vị,Mô tả
ChIJ9QdUJgBbNDEREb2ODRlLGmI,Liên tỷ tỷ coffee,Sinh tố bơ sáp,37000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJ9QdUJgBbNDEREb2ODRlLGmI,Liên tỷ tỷ coffee,Nước ép cam nguyên chất,33000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJBacgVwBbNDERbFmjp417Mm4,Tiệm của Mẹ,Cà phê đen đá pha phin,19000,ly,Cà phê đen truyền thống đậm đà
ChIJBacgVwBbNDERbFmjp417Mm4,Tiệm của Mẹ,Cà phê sữa đá,28000,ly,Cà phê sữa pha phin béo ngậy
ChIJBacgVwBbNDERbFmjp417Mm4,Tiệm của Mẹ,Bạc xỉu cốt dừa,33000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJBacgVwBbNDERbFmjp417Mm4,Tiệm của Mẹ,Trà đào cam sả,40000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJBacgVwBbNDERbFmjp417Mm4,Tiệm của Mẹ,Trà sữa trân châu truyền thống,37000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJBacgVwBbNDERbFmjp417Mm4,Tiệm của Mẹ,Sinh tố bơ sáp,33000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJBacgVwBbNDERbFmjp417Mm4,Tiệm của Mẹ,Nước ép cam nguyên chất,33000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJaSqfFABbNDERGn5Ak91PkIE,Giang Hay Quán,Cá kho tộ miền Tây đậm vị,87000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJaSqfFABbNDERGn5Ak91PkIE,Giang Hay Quán,Thịt ba chỉ rang cháy cạnh,77000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJaSqfFABbNDERGn5Ak91PkIE,Giang Hay Quán,Sườn non xào chua ngọt,85000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJaSqfFABbNDERGn5Ak91PkIE,Giang Hay Quán,Rau muống luộc dầm sấu / xào tỏi,27000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJaSqfFABbNDERGn5Ak91PkIE,Giang Hay Quán,Canh riêu cua đồng cà pháo,40000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJaSqfFABbNDERGn5Ak91PkIE,Giang Hay Quán,Cơm trắng gạo tám thơm,12000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJY4GjU4RbNDERW4HOV3-swpU,Quán Lợi Vịt,Cá kho tộ miền Tây đậm vị,85000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJY4GjU4RbNDERW4HOV3-swpU,Quán Lợi Vịt,Thịt ba chỉ rang cháy cạnh,70000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJY4GjU4RbNDERW4HOV3-swpU,Quán Lợi Vịt,Sườn non xào chua ngọt,85000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJY4GjU4RbNDERW4HOV3-swpU,Quán Lợi Vịt,Rau muống luộc dầm sấu / xào tỏi,33000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJY4GjU4RbNDERW4HOV3-swpU,Quán Lợi Vịt,Canh riêu cua đồng cà pháo,43000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJY4GjU4RbNDERW4HOV3-swpU,Quán Lợi Vịt,Cơm trắng gạo tám thơm,12000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJQzfzbQBbNDERgbrfrRN2lts,Bánh Mỳ Thu Thủy,Cá kho tộ miền Tây đậm vị,85000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJQzfzbQBbNDERgbrfrRN2lts,Bánh Mỳ Thu Thủy,Thịt ba chỉ rang cháy cạnh,75000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJQzfzbQBbNDERgbrfrRN2lts,Bánh Mỳ Thu Thủy,Sườn non xào chua ngọt,80000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJQzfzbQBbNDERgbrfrRN2lts,Bánh Mỳ Thu Thủy,Rau muống luộc dầm sấu / xào tỏi,27000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJQzfzbQBbNDERgbrfrRN2lts,Bánh Mỳ Thu Thủy,Canh riêu cua đồng cà pháo,40000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJQzfzbQBbNDERgbrfrRN2lts,Bánh Mỳ Thu Thủy,Cơm trắng gạo tám thơm,15000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJaVaHqLBbNDERouW15CYJG_c,Nhà Hàng Lẩu Trang Ánh,Lẩu cua đồng sườn sụn bắp bò,360000,nồi,"Nồi lẩu riêu cua đồng nguyên chất siêu nhiều gạch, kèm bắp bò sườn sụn"
ChIJaVaHqLBbNDERouW15CYJG_c,Nhà Hàng Lẩu Trang Ánh,Lẩu Thái hải sản chua cay,409000,nồi,"Nước lẩu Tomyum chua cay nhúng tôm, mực, ngao, nấm"
ChIJaVaHqLBbNDERouW15CYJG_c,Nhà Hàng Lẩu Trang Ánh,Set nướng BBQ thập cẩm bò ba chỉ,299000,set,"Bắp bò, ba chỉ heo cuộn nấm kim châm tẩm sốt BBQ nướng xèo xèo"
ChIJaVaHqLBbNDERouW15CYJG_c,Nhà Hàng Lẩu Trang Ánh,Ba chỉ bò Mỹ nhúng thêm,80000,đĩa,Thịt ba chỉ bò Mỹ thái mỏng cuốn nấm
ChIJaVaHqLBbNDERouW15CYJG_c,Nhà Hàng Lẩu Trang Ánh,Sườn sụn non heo thêm,73000,đĩa,Sườn non giòn sần sật nhúng lẩu
ChIJaVaHqLBbNDERouW15CYJG_c,Nhà Hàng Lẩu Trang Ánh,Rau nấm tổng hợp nhúng lẩu,30000,đĩa,"Nấm kim châm, cải thảo, rau muống tươi"
ChIJD6b9YQBbNDERtvguopmLhI4,Phở Mai,Phở chín bò ta,33000,bát,Nước dùng phở bò ninh xương ống ngọt lịm kèm thịt chín thái mỏng
ChIJD6b9YQBbNDERtvguopmLhI4,Phở Mai,Phở tái chần,40000,bát,Phở bò với thịt bò tươi chần tái mềm ngọt
ChIJD6b9YQBbNDERtvguopmLhI4,Phở Mai,Phở nạm gầu giòn,40000,bát,Bánh phở mềm cùng nạm bò và gầu bò giòn sần sật
ChIJD6b9YQBbNDERtvguopmLhI4,Phở Mai,Phở tái lăn đặc biệt,47000,bát,Phở bò xào tái lăn thơm mùi tỏi phi
ChIJD6b9YQBbNDERtvguopmLhI4,Phở Mai,Trứng gà trần,7000,quả,Trứng trần nước phở béo ngậy
ChIJD6b9YQBbNDERtvguopmLhI4,Phở Mai,Quẩy giòn,5000,chiếc,Quẩy giòn ăn kèm nước phở
ChIJ40EkIABbNDEReKornra6uJU,Tây Phương Quán,Cá kho tộ miền Tây đậm vị,87000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJ40EkIABbNDEReKornra6uJU,Tây Phương Quán,Thịt ba chỉ rang cháy cạnh,77000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJ40EkIABbNDEReKornra6uJU,Tây Phương Quán,Sườn non xào chua ngọt,78000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJ40EkIABbNDEReKornra6uJU,Tây Phương Quán,Rau muống luộc dầm sấu / xào tỏi,27000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJ40EkIABbNDEReKornra6uJU,Tây Phương Quán,Canh riêu cua đồng cà pháo,50000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJ40EkIABbNDEReKornra6uJU,Tây Phương Quán,Cơm trắng gạo tám thơm,18000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJE-3paABZNDERkCdUMYBjOd8,A Lử - Vua Ẩm Thực - Thạch Thất,Cá kho tộ miền Tây đậm vị,87000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJE-3paABZNDERkCdUMYBjOd8,A Lử - Vua Ẩm Thực - Thạch Thất,Thịt ba chỉ rang cháy cạnh,77000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJE-3paABZNDERkCdUMYBjOd8,A Lử - Vua Ẩm Thực - Thạch Thất,Sườn non xào chua ngọt,75000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJE-3paABZNDERkCdUMYBjOd8,A Lử - Vua Ẩm Thực - Thạch Thất,Rau muống luộc dầm sấu / xào tỏi,33000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJE-3paABZNDERkCdUMYBjOd8,A Lử - Vua Ẩm Thực - Thạch Thất,Canh riêu cua đồng cà pháo,47000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJE-3paABZNDERkCdUMYBjOd8,A Lử - Vua Ẩm Thực - Thạch Thất,Cơm trắng gạo tám thơm,12000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJxciDMABbNDERYlKOCyA7-S4,Phở 10 Lý Quốc Sư Hòa Lạc,Phở chín bò ta,35000,bát,Nước dùng phở bò ninh xương ống ngọt lịm kèm thịt chín thái mỏng
ChIJxciDMABbNDERYlKOCyA7-S4,Phở 10 Lý Quốc Sư Hòa Lạc,Phở tái chần,30000,bát,Phở bò với thịt bò tươi chần tái mềm ngọt
ChIJxciDMABbNDERYlKOCyA7-S4,Phở 10 Lý Quốc Sư Hòa Lạc,Phở nạm gầu giòn,42000,bát,Bánh phở mềm cùng nạm bò và gầu bò giòn sần sật
ChIJxciDMABbNDERYlKOCyA7-S4,Phở 10 Lý Quốc Sư Hòa Lạc,Phở tái lăn đặc biệt,40000,bát,Phở bò xào tái lăn thơm mùi tỏi phi
ChIJxciDMABbNDERYlKOCyA7-S4,Phở 10 Lý Quốc Sư Hòa Lạc,Trứng gà trần,7000,quả,Trứng trần nước phở béo ngậy
ChIJxciDMABbNDERYlKOCyA7-S4,Phở 10 Lý Quốc Sư Hòa Lạc,Quẩy giòn,8000,chiếc,Quẩy giòn ăn kèm nước phở
ChIJtyV2AQBbNDER7fqgnCydrX0,Hồng Kông Quán,Bia hơi Hà Nội mát lạnh,12000,cốc,Bia hơi tươi rói rót trực tiếp từ vòi bom lạnh
ChIJtyV2AQBbNDER7fqgnCydrX0,Hồng Kông Quán,Đậu phụ lướt ván nóng giòn,30000,đĩa,Đậu hũ non chiên lướt ván ngoài vàng giòn trong mịn mượt như thạch
ChIJtyV2AQBbNDER7fqgnCydrX0,Hồng Kông Quán,Đĩa lạc rang muối / lạc luộc mộc mạc,12000,đĩa,Đồ nhắm bia truyền thống
ChIJtyV2AQBbNDER7fqgnCydrX0,Hồng Kông Quán,Nộm tai heo đu đủ xanh chua ngọt,67000,đĩa,Tai heo giòn sần sật trộn đu đủ bào sợi nước nộm chua ngọt sảng khoái
ChIJtyV2AQBbNDER7fqgnCydrX0,Hồng Kông Quán,Sụn gà chiên mắm rang muối,93000,đĩa,Sụn gà ta giòn sần sật tẩm ướp chiên xóc muối ớt tỏi
ChIJSb9y_JtbNDERHGhg2gQLGu8,Bún Cá Thái Bình,Bún cá cay Hải Phòng giòn rụm,30000,bát,"Cá chiên giòn, chả cá thu thơm ngon nước dùng dọc mùng chua cay"
ChIJSb9y_JtbNDERHGhg2gQLGu8,Bún Cá Thái Bình,Bún riêu cua bắp bò giò tai,40000,bát,"Bún nước với riêu cua đồng xịn kèm bắp bò tươi, giò tai heo sần sật"
ChIJSb9y_JtbNDERHGhg2gQLGu8,Bún Cá Thái Bình,Bún sườn mọc dọc mùng hành hoa,40000,bát,Bún sườn non mềm nhừ kèm mọc thịt giòn dẻo
ChIJSb9y_JtbNDERHGhg2gQLGu8,Bún Cá Thái Bình,Trà đá mát lạnh,2000,cốc,Trà đá mát uống kèm bún nóng
ChIJXwYgdwBbNDERfymjQPYNDwM,Nhà hàng Đắc Bốn,Cá kho tộ miền Tây đậm vị,80000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJXwYgdwBbNDERfymjQPYNDwM,Nhà hàng Đắc Bốn,Thịt ba chỉ rang cháy cạnh,77000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJXwYgdwBbNDERfymjQPYNDwM,Nhà hàng Đắc Bốn,Sườn non xào chua ngọt,75000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJXwYgdwBbNDERfymjQPYNDwM,Nhà hàng Đắc Bốn,Rau muống luộc dầm sấu / xào tỏi,30000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJXwYgdwBbNDERfymjQPYNDwM,Nhà hàng Đắc Bốn,Canh riêu cua đồng cà pháo,40000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJXwYgdwBbNDERfymjQPYNDwM,Nhà hàng Đắc Bốn,Cơm trắng gạo tám thơm,15000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJ-82prDZbNDERL1FFYWYU3mE,Bánh Đa Cua Hải Phòng,Bún cá cay Hải Phòng giòn rụm,33000,bát,"Cá chiên giòn, chả cá thu thơm ngon nước dùng dọc mùng chua cay"
ChIJ-82prDZbNDERL1FFYWYU3mE,Bánh Đa Cua Hải Phòng,Bún riêu cua bắp bò giò tai,42000,bát,"Bún nước với riêu cua đồng xịn kèm bắp bò tươi, giò tai heo sần sật"
ChIJ-82prDZbNDERL1FFYWYU3mE,Bánh Đa Cua Hải Phòng,Bún sườn mọc dọc mùng hành hoa,33000,bát,Bún sườn non mềm nhừ kèm mọc thịt giòn dẻo
ChIJ-82prDZbNDERL1FFYWYU3mE,Bánh Đa Cua Hải Phòng,Trà đá mát lạnh,8000,cốc,Trà đá mát uống kèm bún nóng
ChIJC8PNSn1bNDERScaV0xont-Y,Phở Phong Nhàn,Phở chín bò ta,40000,bát,Nước dùng phở bò ninh xương ống ngọt lịm kèm thịt chín thái mỏng
ChIJC8PNSn1bNDERScaV0xont-Y,Phở Phong Nhàn,Phở tái chần,33000,bát,Phở bò với thịt bò tươi chần tái mềm ngọt
ChIJC8PNSn1bNDERScaV0xont-Y,Phở Phong Nhàn,Phở nạm gầu giòn,42000,bát,Bánh phở mềm cùng nạm bò và gầu bò giòn sần sật
ChIJC8PNSn1bNDERScaV0xont-Y,Phở Phong Nhàn,Phở tái lăn đặc biệt,40000,bát,Phở bò xào tái lăn thơm mùi tỏi phi
ChIJC8PNSn1bNDERScaV0xont-Y,Phở Phong Nhàn,Trứng gà trần,13000,quả,Trứng trần nước phở béo ngậy
ChIJC8PNSn1bNDERScaV0xont-Y,Phở Phong Nhàn,Quẩy giòn,8000,chiếc,Quẩy giòn ăn kèm nước phở
ChIJ_13dLABbNDERi1upvO0eoIk,X-men Message Karaoke,"Đĩa hoa quả thập cẩm lớn (Dưa hấu, ổi, xoài, nho)",150000,đĩa,Hoa quả tươi ngon cắt lát đẹp mắt
ChIJ_13dLABbNDERi1upvO0eoIk,X-men Message Karaoke,Khô mực nướng cồn,170000,con,Mực khô Vân Đồn nướng cồn xé tay
ChIJ_13dLABbNDERi1upvO0eoIk,X-men Message Karaoke,Thịt bò khô xé sợi vắt chanh,82000,đĩa,Bò khô sợi cay cay ngọt ngọt
ChIJ_13dLABbNDERi1upvO0eoIk,X-men Message Karaoke,Khoai tây chiên lắc phô mai,50000,đĩa,Khoai tây chiên giòn tan phủ bột phô mai
ChIJ_13dLABbNDERi1upvO0eoIk,X-men Message Karaoke,Hạt hướng dương sạch,17000,đĩa,Hạt hướng dương rang thơm
ChIJ_13dLABbNDERi1upvO0eoIk,X-men Message Karaoke,Bia Heineken lon,22000,lon,Bia ngoại ướp lạnh sẵn
ChIJ_13dLABbNDERi1upvO0eoIk,X-men Message Karaoke,Bia Hà Nội lon,15000,lon,Bia nội truyền thống
ChIJ_13dLABbNDERi1upvO0eoIk,X-men Message Karaoke,Nước ngọt Coca-Cola / Sting,18000,lon,Nước ngọt các loại phục vụ lạnh
ChIJL2cvMNtbNDERKWS5Js92JdE,Bún Phở Bò Duy Cường,Phở chín bò ta,30000,bát,Nước dùng phở bò ninh xương ống ngọt lịm kèm thịt chín thái mỏng
ChIJL2cvMNtbNDERKWS5Js92JdE,Bún Phở Bò Duy Cường,Phở tái chần,37000,bát,Phở bò với thịt bò tươi chần tái mềm ngọt
ChIJL2cvMNtbNDERKWS5Js92JdE,Bún Phở Bò Duy Cường,Phở nạm gầu giòn,45000,bát,Bánh phở mềm cùng nạm bò và gầu bò giòn sần sật
ChIJL2cvMNtbNDERKWS5Js92JdE,Bún Phở Bò Duy Cường,Phở tái lăn đặc biệt,43000,bát,Phở bò xào tái lăn thơm mùi tỏi phi
ChIJL2cvMNtbNDERKWS5Js92JdE,Bún Phở Bò Duy Cường,Trứng gà trần,13000,quả,Trứng trần nước phở béo ngậy
ChIJL2cvMNtbNDERKWS5Js92JdE,Bún Phở Bò Duy Cường,Quẩy giòn,8000,chiếc,Quẩy giòn ăn kèm nước phở
ChIJedj2OlRbNDERop_ipQx5HLI,Lòng ngon 99,Cá kho tộ miền Tây đậm vị,80000,tộ,Cá trắm đen kho tộ sánh quyện nước hàng dừa
ChIJedj2OlRbNDERop_ipQx5HLI,Lòng ngon 99,Thịt ba chỉ rang cháy cạnh,73000,đĩa,Thịt ba chỉ ba chỉ giòn rưới mỡ hành
ChIJedj2OlRbNDERop_ipQx5HLI,Lòng ngon 99,Sườn non xào chua ngọt,78000,đĩa,Sườn non xào cùng dứa và ớt chuông sốt chua cay
ChIJedj2OlRbNDERop_ipQx5HLI,Lòng ngon 99,Rau muống luộc dầm sấu / xào tỏi,33000,đĩa,Rau muống tươi xanh luộc chấm nước mắm chanh ớt
ChIJedj2OlRbNDERop_ipQx5HLI,Lòng ngon 99,Canh riêu cua đồng cà pháo,47000,bát,Canh cua đồng mát lạnh ăn kèm cà pháo giòn tan
ChIJedj2OlRbNDERop_ipQx5HLI,Lòng ngon 99,Cơm trắng gạo tám thơm,18000,niêu,Niêu cơm gạo tám dẻo thơm
ChIJbaX_KKZbNDERqqP8ksEBt9U,Sing Cafe,Cà phê đen đá pha phin,22000,ly,Cà phê đen truyền thống đậm đà
ChIJbaX_KKZbNDERqqP8ksEBt9U,Sing Cafe,Cà phê sữa đá,22000,ly,Cà phê sữa pha phin béo ngậy
ChIJbaX_KKZbNDERqqP8ksEBt9U,Sing Cafe,Bạc xỉu cốt dừa,30000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJbaX_KKZbNDERqqP8ksEBt9U,Sing Cafe,Trà đào cam sả,37000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJbaX_KKZbNDERqqP8ksEBt9U,Sing Cafe,Trà sữa trân châu truyền thống,37000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJbaX_KKZbNDERqqP8ksEBt9U,Sing Cafe,Sinh tố bơ sáp,30000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJbaX_KKZbNDERqqP8ksEBt9U,Sing Cafe,Nước ép cam nguyên chất,27000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJ30afUgBbNDERym061oKYoEQ,VNU's Student Hub Fuel & Chill,Cà phê đen đá pha phin,19000,ly,Cà phê đen truyền thống đậm đà
ChIJ30afUgBbNDERym061oKYoEQ,VNU's Student Hub Fuel & Chill,Cà phê sữa đá,22000,ly,Cà phê sữa pha phin béo ngậy
ChIJ30afUgBbNDERym061oKYoEQ,VNU's Student Hub Fuel & Chill,Bạc xỉu cốt dừa,33000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJ30afUgBbNDERym061oKYoEQ,VNU's Student Hub Fuel & Chill,Trà đào cam sả,30000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJ30afUgBbNDERym061oKYoEQ,VNU's Student Hub Fuel & Chill,Trà sữa trân châu truyền thống,30000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJ30afUgBbNDERym061oKYoEQ,VNU's Student Hub Fuel & Chill,Sinh tố bơ sáp,30000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJ30afUgBbNDERym061oKYoEQ,VNU's Student Hub Fuel & Chill,Nước ép cam nguyên chất,30000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJCxmLZgBbNDERjpFM-BdjLrQ,Tiệm trà Green Tea,Cà phê đen đá pha phin,19000,ly,Cà phê đen truyền thống đậm đà
ChIJCxmLZgBbNDERjpFM-BdjLrQ,Tiệm trà Green Tea,Cà phê sữa đá,28000,ly,Cà phê sữa pha phin béo ngậy
ChIJCxmLZgBbNDERjpFM-BdjLrQ,Tiệm trà Green Tea,Bạc xỉu cốt dừa,30000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJCxmLZgBbNDERjpFM-BdjLrQ,Tiệm trà Green Tea,Trà đào cam sả,40000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJCxmLZgBbNDERjpFM-BdjLrQ,Tiệm trà Green Tea,Trà sữa trân châu truyền thống,33000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJCxmLZgBbNDERjpFM-BdjLrQ,Tiệm trà Green Tea,Sinh tố bơ sáp,37000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJCxmLZgBbNDERjpFM-BdjLrQ,Tiệm trà Green Tea,Nước ép cam nguyên chất,30000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJt90QTQBbNDERFGDbdN4DxXU,Kem Xôi Huyền 8686,Cà phê đen đá pha phin,25000,ly,Cà phê đen truyền thống đậm đà
ChIJt90QTQBbNDERFGDbdN4DxXU,Kem Xôi Huyền 8686,Cà phê sữa đá,28000,ly,Cà phê sữa pha phin béo ngậy
ChIJt90QTQBbNDERFGDbdN4DxXU,Kem Xôi Huyền 8686,Bạc xỉu cốt dừa,33000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJt90QTQBbNDERFGDbdN4DxXU,Kem Xôi Huyền 8686,Trà đào cam sả,30000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJt90QTQBbNDERFGDbdN4DxXU,Kem Xôi Huyền 8686,Trà sữa trân châu truyền thống,40000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJt90QTQBbNDERFGDbdN4DxXU,Kem Xôi Huyền 8686,Sinh tố bơ sáp,30000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJt90QTQBbNDERFGDbdN4DxXU,Kem Xôi Huyền 8686,Nước ép cam nguyên chất,27000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJlxabbABbNDERnBUjqHcb21s,Media Cafe,Cà phê đen đá pha phin,22000,ly,Cà phê đen truyền thống đậm đà
ChIJlxabbABbNDERnBUjqHcb21s,Media Cafe,Cà phê sữa đá,25000,ly,Cà phê sữa pha phin béo ngậy
ChIJlxabbABbNDERnBUjqHcb21s,Media Cafe,Bạc xỉu cốt dừa,33000,ly,Nhiều sữa béo ngậy vị dừa hòa quyện chút cà phê
ChIJlxabbABbNDERnBUjqHcb21s,Media Cafe,Trà đào cam sả,30000,ly,Trà đào thơm mát kết hợp lát đào cam tươi sả thơm
ChIJlxabbABbNDERnBUjqHcb21s,Media Cafe,Trà sữa trân châu truyền thống,40000,ly,Trà sữa đậm trà kèm trân châu đen dai giòn
ChIJlxabbABbNDERnBUjqHcb21s,Media Cafe,Sinh tố bơ sáp,40000,ly,Sinh tố bơ sáp tươi ngon xay sữa đặc ngậy béo
ChIJlxabbABbNDERnBUjqHcb21s,Media Cafe,Nước ép cam nguyên chất,30000,ly,Ép cam sành tự nhiên nhiều vitamin C
ChIJJXqzSgBbNDERc2VYo0J7lDg,Đá Sạch Hoà Lạc,Kem tươi ốc quế sữa dừa / vani Mixue,7000,chiếc,Kem tươi thơm ngon ngậy béo ốc quế giòn tan
ChIJJXqzSgBbNDERc2VYo0J7lDg,Đá Sạch Hoà Lạc,Trà sữa ba anh em thạch pudding trân châu,27000,ly,Trà sữa đậm vị kèm full topping dồi dào
ChIJJXqzSgBbNDERc2VYo0J7lDg,Đá Sạch Hoà Lạc,Dương chi cam lộ xoài bưởi trân châu,40000,ly,"Sinh tố xoài, bưởi hồng cùng thạch dừa thạch đào thơm ngon mát lạnh"
ChIJJXqzSgBbNDERc2VYo0J7lDg,Đá Sạch Hoà Lạc,Trà đào tứ kỳ xuân hạt đào miếng,28000,ly,Trà ô long thanh vị kết hợp thạch đào giòn ngọt
ChIJpa7NbABbNDERlnYRCmxTHwc,Bún Cháo Thanh Thảo,Cháo lòng heo đầy đủ dồi sụn tiết luộc,30000,bát,Cháo lòng nấu gạo tẻ sánh ngọt cùng lòng non dồi sụn gan luộc
ChIJpa7NbABbNDERlnYRCmxTHwc,Bún Cháo Thanh Thảo,Cháo sườn sụn nóng hổi hành hoa,37000,bát,Cháo bột sườn non sánh mịn giòn sần sật sườn sụn non
ChIJpa7NbABbNDERlnYRCmxTHwc,Bún Cháo Thanh Thảo,Quẩy giòn ăn cháo,8000,đĩa,Quẩy ăn kèm cháo ngon tuyệt
ChIJA3UQGxpbNDERq0NToRdP3XU,92 Karaoke,"Đĩa hoa quả thập cẩm lớn (Dưa hấu, ổi, xoài, nho)",150000,đĩa,Hoa quả tươi ngon cắt lát đẹp mắt
ChIJA3UQGxpbNDERq0NToRdP3XU,92 Karaoke,Khô mực nướng cồn,170000,con,Mực khô Vân Đồn nướng cồn xé tay
ChIJA3UQGxpbNDERq0NToRdP3XU,92 Karaoke,Thịt bò khô xé sợi vắt chanh,80000,đĩa,Bò khô sợi cay cay ngọt ngọt
ChIJA3UQGxpbNDERq0NToRdP3XU,92 Karaoke,Khoai tây chiên lắc phô mai,50000,đĩa,Khoai tây chiên giòn tan phủ bột phô mai
ChIJA3UQGxpbNDERq0NToRdP3XU,92 Karaoke,Hạt hướng dương sạch,17000,đĩa,Hạt hướng dương rang thơm
ChIJA3UQGxpbNDERq0NToRdP3XU,92 Karaoke,Bia Heineken lon,28000,lon,Bia ngoại ướp lạnh sẵn
ChIJA3UQGxpbNDERq0NToRdP3XU,92 Karaoke,Bia Hà Nội lon,21000,lon,Bia nội truyền thống
ChIJA3UQGxpbNDERq0NToRdP3XU,92 Karaoke,Nước ngọt Coca-Cola / Sting,18000,lon,Nước ngọt các loại phục vụ lạnh
ChIJiccbaY9bNDERm4Utvz7CXo4,Karaoke Sunshine,"Đĩa hoa quả thập cẩm lớn (Dưa hấu, ổi, xoài, nho)",130000,đĩa,Hoa quả tươi ngon cắt lát đẹp mắt
ChIJiccbaY9bNDERm4Utvz7CXo4,Karaoke Sunshine,Khô mực nướng cồn,160000,con,Mực khô Vân Đồn nướng cồn xé tay
ChIJiccbaY9bNDERm4Utvz7CXo4,Karaoke Sunshine,Thịt bò khô xé sợi vắt chanh,78000,đĩa,Bò khô sợi cay cay ngọt ngọt
ChIJiccbaY9bNDERm4Utvz7CXo4,Karaoke Sunshine,Khoai tây chiên lắc phô mai,50000,đĩa,Khoai tây chiên giòn tan phủ bột phô mai
ChIJiccbaY9bNDERm4Utvz7CXo4,Karaoke Sunshine,Hạt hướng dương sạch,17000,đĩa,Hạt hướng dương rang thơm
